Name,Study #,Sample #,Uploaded to server?,Paired end?,File_1_DD,File_2_DD
,PRJNA242641,GSM1357182,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/004/SRR1205174/SRR1205174.fastq.gz,
Alejandro Schmieder,PRJNA260501,SRX695939,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/008/SRR1569498/SRR1569498.fastq.gz,
,PRJNA260501,SRX695938,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/007/SRR1569497/SRR1569497.fastq.gz,
,PRJNA260501,SRX695937,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/006/SRR1569496/SRR1569496.fastq.gz,
,PRJNA260501,SRX695936,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/005/SRR1569495/SRR1569495.fastq.gz,
,PRJNA260501,SRX695935,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/004/SRR1569494/SRR1569494.fastq.gz,
,PRJNA260501,SRX695934,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/003/SRR1569493/SRR1569493.fastq.gz,
,PRJNA260501,SRX695933,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/002/SRR1569492/SRR1569492.fastq.gz,
,PRJNA260501,SRX695932,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/001/SRR1569491/SRR1569491.fastq.gz,
Alejandro Schmieder,PRJNA310608,SRX2095515,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/002/SRR4116052/SRR4116052_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/002/SRR4116052/SRR4116052_2.fastq.gz
,PRJNA310608,SRX2095514,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/000/SRR4116050/SRR4116050_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/000/SRR4116050/SRR4116050_2.fastq.gz
,PRJNA310608,SRX2095513,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/008/SRR4116048/SRR4116048_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR411/008/SRR4116048/SRR4116048_2.fastq.gz
,PRJNA310608,SRX1557337,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3139121/SRR3139121_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3139121/SRR3139121_2.fastq.gz
,PRJNA310608,SRX1557336,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3139119/SRR3139119_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3139119/SRR3139119_2.fastq.gz
,PRJNA310608,SRX1557335,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3139117/SRR3139117_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3139117/SRR3139117_2.fastq.gz
,PRJNA310608,SRX1557334,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3139115/SRR3139115_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3139115/SRR3139115_2.fastq.gz
,PRJNA310608,SRX1557333,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3139113/SRR3139113_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/003/SRR3139113/SRR3139113_2.fastq.gz
,PRJNA310608,SRX1557332,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3139111/SRR3139111_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/001/SRR3139111/SRR3139111_2.fastq.gz
,PRJNA310608,SRX1557331,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3139109/SRR3139109_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/009/SRR3139109/SRR3139109_2.fastq.gz
,PRJNA310608,SRX1557330,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3139107/SRR3139107_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/007/SRR3139107/SRR3139107_2.fastq.gz
,PRJNA310608,SRX1557329,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3139105/SRR3139105_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/005/SRR3139105/SRR3139105_2.fastq.gz
Alejandro Schmieder,PRJNA302080,SRX1440089,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR293/001/SRR2937381/SRR2937381.fastq.gz,
,PRJNA302080,SRX1438257,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/008/SRR2924938/SRR2924938.fastq.gz,
Natalie VanderNoot,PRJNA222295,GSM1241786,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/005/SRR1004785/SRR1004785.fastq.gz,
,PRJNA222295,GSM1241787,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/006/SRR1004786/SRR1004786.fastq.gz,
,PRJNA222295,GSM1241788,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/007/SRR1004787/SRR1004787.fastq.gz,
,PRJNA222295,GSM1241789,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/008/SRR1004788/SRR1004788.fastq.gz,
,PRJNA222295,GSM1241790,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/009/SRR1004789/SRR1004789.fastq.gz,
Natalie VanderNoot,PRJNA169559,GSM953208,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519717/SRR519717_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519717/SRR519717_2.fastq.gz
,PRJNA169559,GSM953209,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519718/SRR519718_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519718/SRR519718_2.fastq.gz
,PRJNA169559,GSM953210,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519719/SRR519719_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519719/SRR519719_2.fastq.gz
,PRJNA169559,GSM953211,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519720/SRR519720_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519720/SRR519720_2.fastq.gz
,PRJNA169559,GSM953212,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519721/SRR519721_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519721/SRR519721_2.fastq.gz
,PRJNA169559,GSM953213,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519722/SRR519722_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519722/SRR519722_2.fastq.gz
,PRJNA169559,GSM953214,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519723/SRR519723_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519723/SRR519723_2.fastq.gz
,PRJNA169559,GSM953215,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519724/SRR519724_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519724/SRR519724_2.fastq.gz
,PRJNA169559,GSM953216,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519725/SRR519725_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519725/SRR519725_2.fastq.gz
,PRJNA169559,GSM953217,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519726/SRR519726_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519726/SRR519726_2.fastq.gz
,PRJNA169559,GSM953218,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519727/SRR519727_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519727/SRR519727_2.fastq.gz
,PRJNA169559,GSM953219,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519728/SRR519728_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519728/SRR519728_2.fastq.gz
,PRJNA169559,GSM953220,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519729/SRR519729_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519729/SRR519729_2.fastq.gz
,PRJNA169559,GSM953221,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519730/SRR519730_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519730/SRR519730_2.fastq.gz
,PRJNA169559,GSM953222,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519731/SRR519731_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519731/SRR519731_2.fastq.gz
,PRJNA169559,GSM953223,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519732/SRR519732_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519732/SRR519732_2.fastq.gz
,PRJNA169559,GSM953224,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519733/SRR519733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519733/SRR519733_2.fastq.gz
,PRJNA169559,GSM953225,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519734/SRR519734_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519734/SRR519734_2.fastq.gz
,PRJNA169559,GSM953226,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519735/SRR519735_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519735/SRR519735_2.fastq.gz
,PRJNA169559,GSM953227,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519736/SRR519736_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519736/SRR519736_2.fastq.gz
,PRJNA169559,GSM953228,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519737/SRR519737_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519737/SRR519737_2.fastq.gz
,PRJNA169559,GSM953229,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519738/SRR519738_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519738/SRR519738_2.fastq.gz
,PRJNA169559,GSM953230,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519739/SRR519739_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519739/SRR519739_2.fastq.gz
,PRJNA169559,GSM953231,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519740/SRR519740_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519740/SRR519740_2.fastq.gz
,PRJNA169559,GSM953232,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519741/SRR519741_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519741/SRR519741_2.fastq.gz
,PRJNA169559,GSM953233,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519742/SRR519742_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519742/SRR519742_2.fastq.gz
,PRJNA169559,GSM953234,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519743/SRR519743_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519743/SRR519743_2.fastq.gz
,PRJNA169559,GSM953235,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519744/SRR519744_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519744/SRR519744_2.fastq.gz
,PRJNA169559,GSM953236,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519745/SRR519745_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519745/SRR519745_2.fastq.gz
,PRJNA169559,GSM953237,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519746/SRR519746_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519746/SRR519746_2.fastq.gz
,PRJNA169559,GSM953238,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519747/SRR519747_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519747/SRR519747_2.fastq.gz
,PRJNA169559,GSM953239,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519748/SRR519748_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519748/SRR519748_2.fastq.gz
,PRJNA169559,GSM953240,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519749/SRR519749_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519749/SRR519749_2.fastq.gz
,PRJNA169559,GSM953241,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519750/SRR519750_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519750/SRR519750_2.fastq.gz
,PRJNA169559,GSM953242,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519751/SRR519751_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519751/SRR519751_2.fastq.gz
,PRJNA169559,GSM953243,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519752/SRR519752_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519752/SRR519752_2.fastq.gz
,PRJNA169559,GSM953244,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519753/SRR519753_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519753/SRR519753_2.fastq.gz
,PRJNA169559,GSM953245,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519754/SRR519754_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519754/SRR519754_2.fastq.gz
,PRJNA169559,GSM953246,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519755/SRR519755_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/SRR519755/SRR519755_2.fastq.gz
,PRJNA169559,GSM953247,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR517/SRR517903/SRR517903_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR517/SRR517903/SRR517903_2.fastq.gz
Adam Christianson,PRJNA169500,SRR546817,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546817/SRR546817_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546817/SRR546817_2.fastq.gz
,PRJNA169500,SRR546818,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546818/SRR546818_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546818/SRR546818_2.fastq.gz
,PRJNA169500,SRR546819,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546819/SRR546819_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546819/SRR546819_2.fastq.gz
,PRJNA169500,SRR546820,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546820/SRR546820_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/SRR546820/SRR546820_2.fastq.gz
Nathan Yeung,PRJNA389374,SRR5681433	,Yes,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5681433/SRR5681433_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/003/SRR5681433/SRR5681433_2.fastq.gz
,PRJNA389374,SRR5681432,Yes,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5681432/SRR5681432_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/002/SRR5681432/SRR5681432_2.fastq.gz
,PRJNA389374,SRR5681431,Yes,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5681431/SRR5681431_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR568/001/SRR5681431/SRR5681431_2.fastq.gz
Alejandro Schmieder,PRJNA198908,SRX271979,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835183/SRR835183.fastq.gz,
,PRJAN198908,SRX271978,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835182/SRR835182.fastq.gz,
,PRJNA198908,SRX271977,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835181/SRR835181.fastq.gz,
,PRJNA198908,SRX271976,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835180/SRR835180.fastq.gz,
,PRJNA198908,SRX271975,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835179/SRR835179.fastq.gz,
,PRJNA198908,SRX271974,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835178/SRR835178.fastq.gz,
,PRJNA198908,SRX271973,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835177/SRR835177.fastq.gz,
,PRJNA198908,SRX271972,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835176/SRR835176.fastq.gz,
,PRJNA198908,SRX271971,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835175/SRR835175.fastq.gz,
,PRJNA198908,SRX271970,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835174/SRR835174.fastq.gz,
,PRJNA198908,SRX271969,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835173/SRR835173.fastq.gz,
,PRJNA198908,SRX271968,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835172/SRR835172.fastq.gz,
,PRJNA198908,SRX271967,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835171/SRR835171.fastq.gz,
,PRJNA198908,SRX271966,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835170/SRR835170.fastq.gz,
,PRJNA198908,SRX271965,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835169/SRR835169.fastq.gz,
,PRJNA198908,SRX271964,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835168/SRR835168.fastq.gz,
,PRJNA198908,SRX271963,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835167/SRR835167.fastq.gz,
,PRJNA198908,SRX271962,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835166/SRR835166.fastq.gz,
,PRJNA198908,SRX271961,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835165/SRR835165.fastq.gz,
,PRJNA198908,SRX271960,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835164/SRR835164.fastq.gz,
,PRJNA198908,SRX271959,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835163/SRR835163.fastq.gz,
,PRJNA198908,SRX271958,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835162/SRR835162_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835162/SRR835162_2.fastq.gz
,PRJNA198908,SRX271957,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835161/SRR835161_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835161/SRR835161_2.fastq.gz
,PRJNA198908,SRX271956,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835160/SRR835160.fastq.gz,
,PRJNA198908,SRX271955,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835159/SRR835159.fastq.gz,
,PRJNA198908,SRX271954,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835158/SRR835158.fastq.gz,
,PRJNA198908,SRX271953,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835157/SRR835157.fastq.gz,
,PRJNA198908,SRX271952,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835156/SRR835156.fastq.gz,
,PRJNA198908,SRX271951,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835155/SRR835155.fastq.gz,
,PRJNA198908,SRX271950,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835154/SRR835154_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835154/SRR835154_2.fastq.gz
,PRJNA198908,SRX271949,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835153/SRR835153_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835153/SRR835153_2.fastq.gz
,PRJNA198908,SRX271948,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835152/SRR835152.fastq.gz,
,PRJNA198908,SRX271947,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835151/SRR835151.fastq.gz,
,PRJNA198908,SRX271946,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835150/SRR835150.fastq.gz,
,PRJNA198908,SRX271945,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/SRR835149/SRR835149.fastq.gz,
Nathan Yeung,PRJNA311350,SRR3159085,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/005/SRR3159085/SRR3159085.fastq.gz,
,PRJNA311350,SRR3159084,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/004/SRR3159084/SRR3159084.fastq.gz,
,PRJNA311350,SRR3159083,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/003/SRR3159083/SRR3159083.fastq.gz,
,PRJNA311350,SRR3159081,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/002/SRR3159082/SRR3159082.fastq.gz,
,PRJNA311350,SRR3159082,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/001/SRR3159081/SRR3159081.fastq.gz,
,PRJNA311350,SRR3159078,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/000/SRR3159080/SRR3159080.fastq.gz,
,PRJNA311350,SRR3159079,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/009/SRR3159079/SRR3159079.fastq.gz,
,PRJNA311350,SRR3159080,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/008/SRR3159078/SRR3159078.fastq.gz,
,PRJNA311350,SRR3159075,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/007/SRR3159077/SRR3159077.fastq.gz,
,PRJNA311350,SRR3159076,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/006/SRR3159076/SRR3159076.fastq.gz,
,PRJNA311350,SRR3159077,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/005/SRR3159075/SRR3159075.fastq.gz,
,PRJNA311350,SRR3159073,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/004/SRR3159074/SRR3159074.fastq.gz,
,PRJNA311350,SRR3159074,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/003/SRR3159073/SRR3159073.fastq.gz,
,PRJNA311350,SRR3159070,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/002/SRR3159072/SRR3159072.fastq.gz,
,PRJNA311350,SRR3159071,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/001/SRR3159071/SRR3159071.fastq.gz,
,PRJNA311350,SRR3159072,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR315/000/SRR3159070/SRR3159070.fastq.gz,
Adam Christianson,PRJNA354631,SRX2368479,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/003/SRR5045893/SRR5045893.fastq.gz,
,PRJNA354631,SRX2368480,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/004/SRR5045894/SRR5045894.fastq.gz,
,PRJNA354631,SRX2368481,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/005/SRR5045895/SRR5045895.fastq.gz,
,PRJNA354631,SRX2368482,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/006/SRR5045896/SRR5045896.fastq.gz,
,PRJNA354631,SRX2368483,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/007/SRR5045897/SRR5045897.fastq.gz,
,PRJNA354631,SRX2368484,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/008/SRR5045898/SRR5045898.fastq.gz,
,PRJNA354631,SRX2368485,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/009/SRR5045899/SRR5045899.fastq.gz,
,PRJNA354631,SRX2368486,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/000/SRR5045900/SRR5045900.fastq.gz,
,PRJNA354631,SRX2368487,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/001/SRR5045901/SRR5045901.fastq.gz,
,PRJNA354631,SRX2368488,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/002/SRR5045902/SRR5045902.fastq.gz,
