Name,Study #,Sample #,Uploaded to server?,Paired end?,File_1_DD,File_2_DD
,PRJNA241110,SRR1188153,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/003/SRR1188153/SRR1188153.fastq.gz,
,PRJNA241110,SRR1188152,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/002/SRR1188152/SRR1188152.fastq.gz,
,PRJNA241110,SRR1188151,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/001/SRR1188151/SRR1188151.fastq.gz,
,PRJNA241110,SRR1188150,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/000/SRR1188150/SRR1188150.fastq.gz,
,PRJNA241110,SRR1188149,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/009/SRR1188149/SRR1188149.fastq.gz,
,PRJNA241110,SRR1188148,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/008/SRR1188148/SRR1188148.fastq.gz,
Alejandro Schmieder,PRJEB4784,ERS362586,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/ERR358529/ERR358529.fastq.gz,
,PRJEB4784,ERS362585,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/ERR358528/ERR358528.fastq.gz,
,PRJEB4784,ERS362584,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/ERR358527/ERR358527.fastq.gz,
,PRJEB4784,ERS362583,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/ERR358526/ERR358526.fastq.gz,
,PRJEB4784,ERS362582,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/ERR358525/ERR358525.fastq.gz,
,PRJEB4784,ERS362581,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/ERR358524/ERR358524.fastq.gz,
Alejandro Schmieder,PRJNA342784,SRS1690731,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR424/006/SRR4241866/SRR4241866_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR424/006/SRR4241866/SRR4241866_2.fastq.gz
Alejandro Schmieder,PRJDB4416 ,DRS025834,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR050/DRR050167/DRR050167.fastq.gz,
,PRJDB4416 ,DRS025833,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR050/DRR050166/DRR050166.fastq.gz,
,PRJDB4416,DRS025832,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR050/DRR050165/DRR050165.fastq.gz,
,PRJDB4416,DRS025831,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR050/DRR050164/DRR050164.fastq.gz,
,PRJDB4416,DRS025830,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR050/DRR050163/DRR050163.fastq.gz,
,PRJDB4416,DRS025829,,No,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/DRR050/DRR050162/DRR050162.fastq.gz,
Nathan Yeung,PRJNA326068,SRR3679556,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679556/SRR3679556_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679556/SRR3679556_2.fastq.gz
,PRJNA326068,SRR3679555,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679555/SRR3679555_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679555/SRR3679555_2.fastq.gz
,PRJNA326068,SRR3679554,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679554/SRR3679554_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679554/SRR3679554_2.fastq.gz
,PRJNA326068,SRR3679553        ,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679553/SRR3679553_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679553/SRR3679553_2.fastq.gz
,PRJNA326068,SRR3679552    ,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679552/SRR3679552_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679552/SRR3679552_2.fastq.gz
,PRJNA326068,SRR3679551,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679551/SRR3679551_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679551/SRR3679551_2.fastq.gz
,PRJNA326068,SRR3679550,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR3679550/SRR3679550_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR3679550/SRR3679550_2.fastq.gz
,PRJNA326068,SRR3679549,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/009/SRR3679549/SRR3679549_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/009/SRR3679549/SRR3679549_2.fastq.gz
,PRJNA326068,SRR3679548,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/008/SRR3679548/SRR3679548_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/008/SRR3679548/SRR3679548_2.fastq.gz
,PRJNA326068,SRR3679547,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/007/SRR3679547/SRR3679547_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/007/SRR3679547/SRR3679547_2.fastq.gz
,PRJNA326068,SRR3679546,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679546/SRR3679546_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679546/SRR3679546_2.fastq.gz
,PRJNA326068,SRR3679545,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679545/SRR3679545_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679545/SRR3679545_2.fastq.gz
,PRJNA326068,SRR3679544,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679544/SRR3679544_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679544/SRR3679544_2.fastq.gz
,PRJNA326068,SRR3679543,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679543/SRR3679543_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679543/SRR3679543_2.fastq.gz
,PRJNA326068,SRR3679542,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679542/SRR3679542_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679542/SRR3679542_2.fastq.gz
,PRJNA326068,SRR3679541,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679541/SRR3679541_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679541/SRR3679541_2.fastq.gz
,PRJNA326068,SRR3679540,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR3679540/SRR3679540_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR3679540/SRR3679540_2.fastq.gz
,PRJNA326068,SRR3679539,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/009/SRR3679539/SRR3679539_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/009/SRR3679539/SRR3679539_2.fastq.gz
,PRJNA326068,SRR3679538,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/008/SRR3679538/SRR3679538_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/008/SRR3679538/SRR3679538_2.fastq.gz
,PRJNA326068,SRR3679537,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/007/SRR3679537/SRR3679537_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/007/SRR3679537/SRR3679537_2.fastq.gz
,PRJNA326068,SRR3679536,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679536/SRR3679536_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679536/SRR3679536_2.fastq.gz
,PRJNA326068,SRR3679535	,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679535/SRR3679535_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679535/SRR3679535_2.fastq.gz
,PRJNA326068,SRR3679534,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679534/SRR3679534_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679534/SRR3679534_2.fastq.gz
,PRJNA326068,SRR3679533,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679533/SRR3679533_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679533/SRR3679533_2.fastq.gz
,PRJNA326068,SRR3679532,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679532/SRR3679532_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679532/SRR3679532_2.fastq.gz
,PRJNA326068,SRR3679531,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679531/SRR3679531_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679531/SRR3679531_2.fastq.gz
,PRJNA326068,SRR3679530,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR3679530/SRR3679530_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/000/SRR3679530/SRR3679530_2.fastq.gz
,PRJNA326068,SRR3679529,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/009/SRR3679529/SRR3679529_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/009/SRR3679529/SRR3679529_2.fastq.gz
,PRJNA326068,SRR3679528,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/008/SRR3679528/SRR3679528_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/008/SRR3679528/SRR3679528_2.fastq.gz
,PRJNA326068,SRR3679527,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/007/SRR3679527/SRR3679527_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/007/SRR3679527/SRR3679527_2.fastq.gz
,PRJNA326068,SRR3679526,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679526/SRR3679526_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/006/SRR3679526/SRR3679526_2.fastq.gz
,PRJNA326068,SRR3679525,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679525/SRR3679525_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/005/SRR3679525/SRR3679525_2.fastq.gz
,PRJNA326068,SRR3679524,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679524/SRR3679524_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/004/SRR3679524/SRR3679524_2.fastq.gz
,PRJNA326068,SRR3679523,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679523/SRR3679523_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/003/SRR3679523/SRR3679523_2.fastq.gz
,PRJNA326068,SRR3679522,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679522/SRR3679522_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/002/SRR3679522/SRR3679522_2.fastq.gz
,PRJNA326068,SRR3679521,,Yes,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679521/SRR3679521_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR367/001/SRR3679521/SRR3679521_2.fastq.gz
Alejandro Schmieder,PRJNA290839,SRS1010315,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/006/SRR2125736/SRR2125736_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/006/SRR2125736/SRR2125736_2.fastq.gz
,PRJNA290839,SRS1010314,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/005/SRR2125735/SRR2125735_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/005/SRR2125735/SRR2125735_2.fastq.gz
,PRJNA290839,SRS1010313,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/004/SRR2125734/SRR2125734_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/004/SRR2125734/SRR2125734_2.fastq.gz
,PRJNA290839,SRS1010312,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/003/SRR2125733/SRR2125733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR212/003/SRR2125733/SRR2125733_2.fastq.gz
Alejandro Schmieder,PRJNA308582,SRS1246175,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/002/SRR3098582/SRR3098582_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/002/SRR3098582/SRR3098582_2.fastq.gz
,PRJNA308582,SRS1246176,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/001/SRR3098581/SRR3098581_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/001/SRR3098581/SRR3098581_2.fastq.gz
,PRJNA308582,SRS1246177,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/000/SRR3098580/SRR3098580_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/000/SRR3098580/SRR3098580_2.fastq.gz
,PRJNA308582,SRS1246178,,,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/009/SRR3098579/SRR3098579_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/009/SRR3098579/SRR3098579_2.fastq.gz
